m1 TID @ 17:35:29,m2 TID @ 17:35:29,m3 TID @ 17:35:29,m1 TID @ 17:35:30,m2 TID @ 17:35:30,m3 TID @ 17:35:30,m3 TID @ 17:35:31,m1 TID @ 17:35:31,m2 TID @ 17:35:31,m1 TID @ 17:35:32,m2 TID @ 17:35:32,m3 TID @ 17:35:32,m1 TID @ 17:35:33,m2 TID @ 17:35:33,m3 TID @ 17:35:33,m1 TID @ 17:35:34,m2 TID @ 17:35:34,m3 TID @ 17:35:34,m1 TID @ 17:35:35,m2 TID @ 17:35:35,m3 TID @ 17:35:35,m2 TID @ 17:35:36,m3 TID @ 17:35:36,m1 TID @ 17:35:36,m2 TID @ 17:35:37,m3 TID @ 17:35:37,m1 TID @ 17:35:37,m1 TID @ 17:35:38,m2 TID @ 17:35:38,m3 TID @ 17:35:38,m1 TID @ 17:35:39,m2 TID @ 17:35:39,m3 TID @ 17:35:39,m1 TID @ 17:35:40,m2 TID @ 17:35:40,m3 TID @ 17:35:40,m1 TID @ 17:35:41,m2 TID @ 17:35:41,m3 TID @ 17:35:41,m1 TID @ 17:35:42,m2 TID @ 17:35:42,m3 TID @ 17:35:42,m1 TID @ 17:35:43,m2 TID @ 17:35:43,m3 TID @ 17:35:43,m1 TID @ 17:35:44,m2 TID @ 17:35:44,m3 TID @ 17:35:44,m1 TID @ 17:35:46,m2 TID @ 17:35:46,m3 TID @ 17:35:46,m1 TID @ 17:35:47,m2 TID @ 17:35:47,m3 TID @ 17:35:47,m1 TID @ 17:35:48,m2 TID @ 17:35:48,m3 TID @ 17:35:48,m1 TID @ 17:35:49,m2 TID @ 17:35:49,m3 TID @ 17:35:49,m1 TID @ 17:35:50,m2 TID @ 17:35:50,m3 TID @ 17:35:50,m1 TID @ 17:35:51,m2 TID @ 17:35:51,m3 TID @ 17:35:51,m1 TID @ 17:35:52,m2 TID @ 17:35:52,m3 TID @ 17:35:52,m1 TID @ 17:35:53,m2 TID @ 17:35:53,m3 TID @ 17:35:53,m1 TID @ 17:35:54,m2 TID @ 17:35:54,m3 TID @ 17:35:54,m3 TID @ 17:35:55,m1 TID @ 17:35:55,m2 TID @ 17:35:55,m1 TID @ 17:35:56,m2 TID @ 17:35:56,m3 TID @ 17:35:56,m1 TID @ 17:35:57,m2 TID @ 17:35:57,m3 TID @ 17:35:57,m3 TID @ 17:35:58,m1 TID @ 17:35:58,m2 TID @ 17:35:58,m1 TID @ 17:35:59,m2 TID @ 17:35:59,m3 TID @ 17:35:59,m1 TID @ 17:36:00,m2 TID @ 17:36:00,m3 TID @ 17:36:00,m1 TID @ 17:36:01,m2 TID @ 17:36:01,m3 TID @ 17:36:01,m1 TID @ 17:36:02,m2 TID @ 17:36:02,m3 TID @ 17:36:02,m1 TID @ 17:36:03,m2 TID @ 17:36:03,m3 TID @ 17:36:03,m1 TID @ 17:36:04,m2 TID @ 17:36:04,m3 TID @ 17:36:04,m1 TID @ 17:36:05,m2 TID @ 17:36:05,m3 TID @ 17:36:05,m1 TID @ 17:36:06,m2 TID @ 17:36:06,m3 TID @ 17:36:06,m1 TID @ 17:36:07,m2 TID @ 17:36:07,m3 TID @ 17:36:07,m1 TID @ 17:36:08,m2 TID @ 17:36:08,m3 TID @ 17:36:08,m1 TID @ 17:36:09,m2 TID @ 17:36:09,m3 TID @ 17:36:09,m1 TID @ 17:36:10,m2 TID @ 17:36:10,m3 TID @ 17:36:10,m1 TID @ 17:36:11,m2 TID @ 17:36:11,m3 TID @ 17:36:11,m1 TID @ 17:36:12,m2 TID @ 17:36:12,m3 TID @ 17:36:12,m1 TID @ 17:36:13,m2 TID @ 17:36:13,m3 TID @ 17:36:13,m2 TID @ 17:36:14,m3 TID @ 17:36:14,m1 TID @ 17:36:14,m1 TID @ 17:36:15,m2 TID @ 17:36:15,m3 TID @ 17:36:15,m1 TID @ 17:36:16,m2 TID @ 17:36:16,m3 TID @ 17:36:16,m2 TID @ 17:36:17,m3 TID @ 17:36:17,m1 TID @ 17:36:17,m1 TID @ 17:36:18,m2 TID @ 17:36:18,m3 TID @ 17:36:18,m1 TID @ 17:36:19,m2 TID @ 17:36:19,m3 TID @ 17:36:19,m1 TID @ 17:36:20,m2 TID @ 17:36:20,m3 TID @ 17:36:20,m2 TID @ 17:36:21,m3 TID @ 17:36:21,m1 TID @ 17:36:21,m1 TID @ 17:36:22,m2 TID @ 17:36:22,m3 TID @ 17:36:22,m1 TID @ 17:36:23,m2 TID @ 17:36:23,m3 TID @ 17:36:23,m1 TID @ 17:36:24,m2 TID @ 17:36:24,m3 TID @ 17:36:24,m1 TID @ 17:36:25,m2 TID @ 17:36:25,m3 TID @ 17:36:25,m1 TID @ 17:36:26,m2 TID @ 17:36:26,m3 TID @ 17:36:26,m1 TID @ 17:36:27,m2 TID @ 17:36:27,m3 TID @ 17:36:27,m1 TID @ 17:36:28,m2 TID @ 17:36:28,m3 TID @ 17:36:28,m1 TID @ 17:36:29,m2 TID @ 17:36:29,m3 TID @ 17:36:29,m3 TID @ 17:36:30,m1 TID @ 17:36:30,m2 TID @ 17:36:30,m1 TID @ 17:36:31,m2 TID @ 17:36:31,m3 TID @ 17:36:31,m1 TID @ 17:36:32,m2 TID @ 17:36:32,m3 TID @ 17:36:32,m1 TID @ 17:36:33,m2 TID @ 17:36:33,m3 TID @ 17:36:33,m1 TID @ 17:36:34,m2 TID @ 17:36:34,m3 TID @ 17:36:34,m1 TID @ 17:36:35,m2 TID @ 17:36:35,m3 TID @ 17:36:35,m1 TID @ 17:36:36,m2 TID @ 17:36:36,m3 TID @ 17:36:36,m1 TID @ 17:36:37,m2 TID @ 17:36:37,m3 TID @ 17:36:37,m1 TID @ 17:36:38,m2 TID @ 17:36:38,m3 TID @ 17:36:38,m1 TID @ 17:36:39,m2 TID @ 17:36:39,m3 TID @ 17:36:39,m1 TID @ 17:36:40,m2 TID @ 17:36:40,m3 TID @ 17:36:40,m1 TID @ 17:36:41,m2 TID @ 17:36:41,m3 TID @ 17:36:41,m1 TID @ 17:36:42,m2 TID @ 17:36:42,m3 TID @ 17:36:42,m1 TID @ 17:36:43,m2 TID @ 17:36:43,m3 TID @ 17:36:43,m1 TID @ 17:36:44,m2 TID @ 17:36:44,m3 TID @ 17:36:44,m1 TID @ 17:36:45,m2 TID @ 17:36:45,m3 TID @ 17:36:45,m1 TID @ 17:36:46,m2 TID @ 17:36:46,m3 TID @ 17:36:46,m1 TID @ 17:36:47,m2 TID @ 17:36:47,m3 TID @ 17:36:47
190,242,109,190,242,108,110,190,114,190,114,108,190,114,108,190,114,108,190,114,108,114,110,190,114,108,190,190,114,108,190,114,108,190,114,108,190,114,108,190,114,109,190,114,108,190,114,108,190,114,108,190,114,108,190,114,108,190,114,109,190,114,110,190,114,109,190,114,110,190,114,110,190,114,108,108,190,114,190,114,110,190,114,108,108,190,114,190,114,108,190,114,108,190,114,110,190,114,110,190,114,108,190,114,110,190,114,110,190,114,109,190,114,108,190,114,111,190,114,109,190,114,109,190,114,108,190,114,108,190,114,110,114,108,190,190,114,110,190,114,108,114,110,190,190,114,110,190,114,111,190,114,109,114,110,190,190,114,109,190,114,108,190,114,110,190,114,108,190,114,108,190,114,109,190,114,111,190,114,108,108,190,114,190,114,110,190,114,110,190,114,108,174,114,109,174,114,108,174,114,108,174,114,108,174,114,111,174,114,109,174,114,108,174,114,108,174,114,108,174,114,108,174,114,108,174,114,110,174,114,108,174,114,111
116,157,243,116,157,243,243,116,157,116,157,243,116,157,243,116,157,243,116,157,243,157,243,116,157,243,116,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,243,116,157,116,157,243,116,157,243,243,116,157,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,157,243,116,116,157,243,116,157,243,157,243,116,116,157,243,116,157,243,116,157,243,157,243,116,116,157,227,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,227,243,116,157,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243,116,157,243
202,189,216,202,173,216,216,202,173,202,173,216,202,173,216,202,173,216,202,173,216,169,152,202,169,216,202,202,169,216,202,169,216,202,169,216,202,169,216,202,169,216,202,169,216,202,169,216,202,169,152,202,169,216,202,169,152,202,169,152,202,169,152,202,169,216,202,169,216,202,169,216,202,169,248,248,202,169,202,161,248,202,169,184,248,202,169,202,169,248,202,169,248,202,169,248,202,169,248,202,169,184,202,169,184,202,169,248,202,169,248,202,169,248,202,169,248,202,169,248,202,169,248,202,169,248,202,169,248,202,169,248,169,248,202,202,169,248,202,169,248,169,248,202,202,169,248,202,169,248,202,169,248,169,248,202,202,169,184,202,169,248,202,169,248,202,169,184,202,169,248,202,169,248,202,169,184,202,169,248,248,202,169,202,169,248,202,169,248,202,169,184,202,173,184,202,173,248,202,173,184,202,173,184,202,173,248,202,173,248,202,173,248,202,173,184,202,173,248,202,173,248,202,173,248,202,173,184,202,173,248,202,173,184
255,191,126,255,158,126,126,255,158,247,158,126,247,158,126,247,158,126,247,158,126,158,126,247,158,126,247,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,159,126,247,158,126,247,159,126,247,158,126,247,158,126,247,158,126,126,247,158,247,158,126,247,158,126,126,247,158,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,159,126,247,158,126,247,158,126,247,159,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,158,126,247,247,158,126,247,158,126,158,126,247,247,158,126,247,158,126,247,158,126,158,126,247,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,126,247,158,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126,247,158,126
27,217,10,27,217,10,10,27,217,27,217,10,27,217,10,27,217,10,27,217,10,217,10,27,217,10,27,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,10,27,217,27,217,10,27,217,10,10,27,217,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,217,10,27,27,217,10,27,217,10,217,10,27,27,217,10,27,217,10,27,217,10,217,10,27,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,10,27,217,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10,27,217,10
246,252,255,246,252,255,255,246,252,246,252,255,246,252,255,246,252,255,246,252,255,252,255,246,252,255,246,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,255,246,252,246,252,255,246,252,255,255,246,252,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,252,255,246,246,252,255,246,252,255,252,255,246,246,252,255,246,252,255,246,252,255,252,255,246,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,255,246,252,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255,246,252,255
97,173,143,97,173,143,143,97,173,97,237,143,97,173,143,97,173,143,97,173,143,173,143,97,173,143,97,97,189,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,237,143,97,237,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,143,97,173,97,173,143,97,173,143,143,97,173,97,237,143,97,237,143,97,237,143,97,237,143,97,237,143,97,237,143,97,237,143,97,173,143,97,237,143,97,173,143,97,173,143,97,237,143,97,173,143,97,173,143,97,173,143,173,143,97,97,173,143,97,173,143,173,143,97,97,173,143,97,173,143,97,173,143,173,143,97,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,143,97,237,97,237,143,97,237,143,97,237,143,97,173,143,97,173,143,97,173,143,97,237,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143,97,173,143
158,14,250,158,14,250,250,150,14,158,14,250,158,14,250,158,14,250,158,14,250,14,250,158,14,250,158,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,150,14,250,158,14,250,250,158,14,158,14,250,158,14,250,250,150,14,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,14,250,158,158,14,250,150,14,250,14,250,158,158,14,250,150,14,250,158,14,250,14,250,158,158,14,250,158,14,250,158,14,250,158,14,250,150,14,250,158,14,250,158,14,250,158,14,250,250,150,14,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,158,14,250,150,14,250,158,14,250,158,14,250
3,221,109,3,85,109,109,3,85,3,85,109,3,85,109,3,85,109,3,85,109,85,109,3,85,109,3,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,213,109,3,85,125,125,3,85,3,85,125,3,85,125,125,3,85,3,85,125,3,85,125,3,85,125,3,85,125,3,213,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,85,125,3,3,85,125,3,85,125,85,125,3,3,85,125,3,85,125,3,85,125,85,125,3,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,3,85,125,125,3,85,3,213,125,3,85,125,3,85,125,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,85,109,3,213,109,3,85,109
253,248,151,253,248,151,151,253,248,253,248,151,253,248,151,253,248,151,253,248,151,248,151,253,248,151,253,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,151,253,248,253,248,151,253,248,151,151,253,248,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,248,151,253,253,248,151,253,248,151,248,151,253,253,248,151,253,248,151,253,248,151,248,151,253,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,151,253,248,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151,253,248,151
21,250,52,20,234,52,52,20,238,20,238,52,20,238,52,20,238,52,20,238,52,238,52,20,238,52,20,20,238,52,20,238,52,20,234,52,21,238,52,21,234,52,21,238,52,21,234,52,21,234,52,21,238,52,21,238,52,149,234,52,149,238,52,149,238,52,149,234,52,149,238,52,149,234,54,54,149,238,149,238,54,149,238,54,54,149,238,149,238,54,149,234,54,149,234,54,149,234,54,148,234,54,148,234,54,149,234,54,149,234,54,149,238,54,149,234,54,149,234,54,149,234,54,149,234,54,149,234,54,149,234,54,238,54,148,148,238,54,148,238,54,238,54,148,148,238,54,148,238,54,148,238,54,238,54,148,148,238,54,149,234,54,148,238,54,149,238,54,149,238,54,149,234,54,149,234,54,149,238,54,54,149,238,149,238,54,149,238,54,148,234,54,149,234,52,149,238,52,149,238,52,148,238,52,149,234,52,149,234,52,149,234,52,149,238,52,149,238,52,149,238,52,149,238,52,149,238,52,149,238,52,149,234,52
255,255,253,255,255,253,253,255,255,255,255,253,255,255,253,255,255,253,255,255,253,255,253,223,255,253,223,223,255,253,223,255,253,223,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,255,255,253,95,255,253,253,127,255,127,255,253,127,255,253,253,127,255,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,255,253,127,127,255,253,127,255,253,255,253,127,127,255,253,127,255,253,127,255,253,255,253,127,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,253,127,255,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253,127,255,253
56,95,8,60,95,8,8,60,95,60,95,136,60,95,136,60,95,136,60,95,136,95,136,60,95,136,56,56,95,136,60,95,136,60,95,136,60,95,136,60,95,136,56,95,136,60,95,136,60,95,136,56,95,136,60,95,136,60,95,136,56,95,136,60,95,136,56,95,136,60,95,136,60,95,136,136,60,95,60,95,136,60,95,136,136,60,95,60,95,136,60,95,136,60,95,136,56,95,136,60,95,136,60,95,136,60,95,136,60,95,136,60,95,136,56,95,136,56,95,136,60,95,136,56,95,136,60,95,136,60,95,136,95,136,56,60,95,136,56,95,136,95,136,56,56,95,136,56,95,136,60,95,136,95,136,60,56,95,136,60,95,136,56,95,136,56,95,136,60,95,136,60,95,136,56,95,136,60,95,136,136,56,95,60,95,136,60,95,136,56,95,136,56,95,136,56,95,136,60,95,136,60,95,136,60,95,136,60,95,136,56,95,136,60,95,136,56,95,136,56,95,136,56,95,136,60,95,136,60,95,136,60,95,136
175,219,247,175,219,247,247,175,219,175,219,247,175,219,247,175,219,247,175,219,247,219,247,175,219,247,175,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,247,175,219,175,219,247,175,219,247,247,175,219,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,219,247,175,175,219,247,175,219,247,219,247,175,175,219,247,175,219,247,175,219,247,219,247,175,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,143,219,247,175,219,247,175,219,247,247,175,219,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247,175,219,247
176,166,49,176,166,49,49,176,166,176,166,49,176,166,49,176,166,49,176,166,49,166,49,176,166,49,176,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,49,176,166,176,166,49,176,166,49,49,176,166,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,166,49,176,176,166,49,176,166,49,166,49,176,176,166,49,176,166,49,176,166,49,166,49,176,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,49,176,166,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49,176,166,49
223,75,95,223,75,95,95,223,75,223,75,95,223,67,95,223,67,95,223,67,95,67,95,223,67,95,223,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,95,223,67,223,67,95,223,67,95,95,223,67,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,67,95,223,223,67,95,223,67,95,67,95,223,223,67,95,223,67,95,223,67,95,67,95,223,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,95,223,67,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95,223,67,95
155,221,159,155,221,159,159,155,221,155,221,159,155,221,159,155,221,159,155,221,159,221,159,155,205,159,155,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,205,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,205,159,155,221,159,159,155,221,155,221,159,155,221,159,159,155,221,155,221,159,155,205,159,155,221,159,155,205,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,205,159,155,205,159,155,205,159,221,159,155,155,205,159,155,205,159,221,159,155,155,221,159,155,205,159,155,221,159,221,159,155,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,159,155,221,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159,155,221,159
247,215,99,247,215,99,99,247,215,247,215,99,247,215,99,247,215,99,247,215,99,215,99,247,215,99,247,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,99,247,215,247,215,99,247,215,99,99,247,215,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,227,247,215,227,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,215,99,247,247,215,99,247,215,99,215,99,247,247,215,99,247,215,99,247,215,99,215,99,247,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,99,247,215,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99,247,215,115,247,215,99,247,215,99,247,215,99,247,215,99,247,215,99
8,19,248,9,19,248,248,9,19,9,19,248,9,19,248,9,19,248,9,19,248,19,248,9,19,248,9,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,19,248,9,83,248,248,9,83,9,83,248,9,83,248,248,9,83,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,83,248,9,9,83,248,9,83,248,83,248,9,9,83,248,9,83,248,9,83,248,83,248,9,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,248,9,83,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248,9,83,248
239,110,244,239,110,244,244,239,110,239,110,244,239,110,244,239,110,244,239,110,244,46,244,239,46,244,239,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,244,239,46,239,46,244,239,46,244,244,239,46,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,46,244,239,239,46,244,239,46,244,46,244,239,239,46,244,239,46,244,239,46,244,46,244,239,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,244,239,46,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244,239,46,244
192,227,228,192,227,228,228,192,227,192,227,228,192,227,228,192,195,228,192,227,228,195,228,192,227,228,192,192,227,228,192,195,228,192,227,228,192,195,228,192,195,230,192,227,228,192,227,230,192,227,230,192,195,228,192,195,228,192,227,230,192,227,230,192,227,228,192,227,228,192,227,230,192,227,229,229,192,227,192,227,229,192,227,229,229,192,227,192,227,229,192,195,229,192,195,229,192,227,229,192,195,229,192,227,229,192,227,229,192,227,229,192,227,229,192,227,229,192,195,229,192,227,229,192,227,229,192,227,229,192,195,229,227,229,192,192,195,229,192,227,229,227,229,192,192,195,229,192,227,229,192,227,229,227,229,192,192,227,229,192,227,231,192,227,229,192,195,231,192,195,229,192,227,229,192,227,229,192,195,231,231,192,195,192,227,229,192,227,229,192,227,229,192,211,231,192,243,231,192,211,229,192,243,229,192,243,229,192,243,229,192,211,229,192,243,229,192,243,229,192,243,229,192,243,229,192,243,229,192,243,229,192,243,231
251,255,249,251,255,249,249,251,255,251,255,249,251,255,249,251,255,249,251,255,249,255,249,251,255,249,251,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,249,251,255,251,255,249,251,255,249,249,251,255,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,255,249,251,251,255,249,251,255,249,255,249,251,251,255,249,251,255,249,251,255,249,255,249,251,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,249,251,255,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249,251,255,249
